id,cash_request_id,type,status,category,total_amount,reason,created_at,updated_at,paid_at,from_date,to_date,charge_moment
17875,24676,instant_payment,accepted,,5.00,Instant Payment Cash Request 24676,2020-10-26 14:29:53.055622+00,2020-10-26 14:29:53.055652+00,2020-11-09 19:13:37.635474+00,,,after
4152,12788,instant_payment,accepted,,5.00,Instant Payment Cash Request 12788,2020-08-17 14:52:41.579908+00,2020-10-13 14:25:06.350502+00,2020-09-03 19:00:17.424838+00,,,after
4162,12807,instant_payment,accepted,,5.00,Instant Payment Cash Request 12807,2020-08-17 15:34:38.966167+00,2020-10-13 14:25:06.353208+00,2020-09-08 19:25:00.781454+00,,,after
4155,12796,instant_payment,accepted,,5.00,Instant Payment Cash Request 12796,2020-08-17 15:20:11.248904+00,2020-10-13 14:25:06.354547+00,2020-09-28 19:48:18.828353+00,,,after
4140,12781,instant_payment,accepted,,5.00,Instant Payment Cash Request 12781,2020-08-17 11:04:53.566474+00,2020-10-13 14:25:06.355698+00,2020-09-03 19:00:10.578118+00,,,after
2573,5006,incident,accepted,rejected_direct_debit,5.00,rejected direct debit,2020-08-01 22:11:39.783415+00,2020-10-13 14:25:06.356961+00,2020-10-07 00:40:50.467018+00,,,after
4141,12779,instant_payment,accepted,,5.00,Instant Payment Cash Request 12779,2020-08-17 11:14:22.085225+00,2020-10-13 14:25:06.358288+00,2020-09-08 19:24:52.708939+00,,,after
4188,12889,instant_payment,accepted,,5.00,Instant Payment Cash Request 12889,2020-08-18 07:41:51.635818+00,2020-10-13 14:25:06.359603+00,2020-09-04 19:27:35.821742+00,,,after
4154,12808,instant_payment,accepted,,5.00,Instant Payment Cash Request 12808,2020-08-17 15:14:50.73615+00,2020-10-13 14:25:06.361291+00,2020-09-08 19:25:08.396486+00,,,after
9753,12225,postpone,cancelled,,5.00,Postpone Cash Request 12225,2020-09-28 17:47:59.117769+00,2020-10-13 14:25:06.367464+00,,2020-09-25 22:00:00+00,2020-10-13 22:00:00+00,after
6347,14795,instant_payment,accepted,,5.00,Instant Payment Cash Request 14795,2020-09-06 09:48:01.11029+00,2020-10-13 14:25:06.368874+00,2020-09-30 19:18:22.630348+00,,,after
15293,21856,postpone,accepted,,5.00,Postpone Cash Request 21856,2020-10-20 18:10:48.876073+00,2020-10-20 18:10:53.441309+00,2020-10-20 18:10:53.711151+00,2020-11-10 11:00:00+00,2020-11-20 11:00:00+00,before
4171,12837,instant_payment,accepted,,5.00,Instant Payment Cash Request 12837,2020-08-17 19:02:19.143363+00,2020-10-13 14:25:06.371462+00,2020-09-09 19:53:04.575835+00,,,after
4139,12764,instant_payment,accepted,,5.00,Instant Payment Cash Request 12764,2020-08-17 11:04:14.011889+00,2020-10-13 14:25:06.372812+00,2020-10-03 19:16:57.871763+00,,,after
11045,19248,instant_payment,accepted,,5.00,Instant Payment Cash Request 19248,2020-10-05 11:32:20.80147+00,2020-10-13 14:25:06.349165+00,2020-10-21 09:26:41.197091+00,,,after
10459,15249,postpone,cancelled,,5.00,Postpone Cash Request 15249,2020-10-02 08:04:15.692207+00,2020-10-13 14:25:06.375242+00,,2020-10-06 22:00:00+00,2020-11-05 22:00:00+00,after
4168,12829,instant_payment,accepted,,5.00,Instant Payment Cash Request 12829,2020-08-17 18:03:41.6394+00,2020-10-13 14:25:06.376607+00,2020-09-10 19:04:34.723942+00,,,after
4185,12884,instant_payment,accepted,,5.00,Instant Payment Cash Request 12884,2020-08-18 07:11:54.333023+00,2020-10-13 14:25:06.378074+00,2020-09-24 19:15:15.930345+00,,,after
11523,17793,postpone,cancelled,,5.00,Postpone Cash Request 17793,2020-10-07 06:07:54.282169+00,2020-10-13 14:25:06.379437+00,,2020-10-09 10:00:00+00,2020-11-07 11:00:00+00,after
3801,3531,incident,accepted,rejected_direct_debit,5.00,rejected direct debit,2020-08-13 23:13:04.205342+00,2020-10-13 14:25:06.381102+00,2020-08-31 13:55:23.35371+00,,,after
12840,20584,instant_payment,accepted,,5.00,Instant Payment Cash Request 20584,2020-10-12 11:29:20.82584+00,2020-10-13 14:25:18.855031+00,2020-10-26 21:51:29.590935+00,,,after
4159,12804,instant_payment,accepted,,5.00,Instant Payment Cash Request 12804,2020-08-17 15:32:07.0365+00,2020-10-13 14:25:06.383609+00,2020-09-11 19:23:57.431507+00,,,after
6708,15113,instant_payment,accepted,,5.00,Instant Payment Cash Request 15113,2020-09-08 11:16:46.463639+00,2020-10-13 14:25:06.384824+00,2020-10-07 07:22:47.145152+00,,,after
14703,21510,postpone,cancelled,,5.00,Postpone Cash Request 21510,2020-10-19 06:26:54.627617+00,2020-10-19 06:26:54.627641+00,,2020-11-09 22:00:00+00,2020-11-23 11:00:00+00,after
4163,12815,instant_payment,accepted,,5.00,Instant Payment Cash Request 12815,2020-08-17 15:53:19.441418+00,2020-10-13 14:25:06.387577+00,2020-09-13 19:13:17.224127+00,,,after
4161,12806,instant_payment,accepted,,5.00,Instant Payment Cash Request 12806,2020-08-17 15:33:32.177009+00,2020-10-13 14:25:06.392331+00,2020-09-17 09:48:00.60919+00,,,after
4142,12369,postpone,cancelled,,5.00,Postpone Cash Request 12369,2020-08-17 11:16:30.458867+00,2020-10-13 14:25:06.393765+00,,2020-09-08 10:00:00+00,2020-10-05 11:16:08.988+00,after
4143,12769,instant_payment,accepted,,5.00,Instant Payment Cash Request 12769,2020-08-17 11:17:26.36216+00,2020-10-13 14:25:06.395371+00,2020-09-03 06:05:56.782997+00,,,after
11270,16609,postpone,cancelled,,5.00,Postpone Cash Request 16609,2020-10-06 09:19:50.332321+00,2020-10-13 14:25:06.398128+00,,2020-10-06 22:00:00+00,2020-10-20 09:19:44.84+00,after
9212,17791,instant_payment,accepted,,5.00,Instant Payment Cash Request 17791,2020-09-25 09:58:41.146192+00,2020-10-13 14:25:06.399484+00,2020-10-06 14:42:47.523911+00,,,after
11738,17944,postpone,cancelled,,5.00,Postpone Cash Request 17944,2020-10-07 19:54:10.540501+00,2020-10-13 14:25:06.400843+00,,2020-10-24 23:51:00+00,2020-11-19 11:00:00+00,after
4146,12792,instant_payment,accepted,,5.00,Instant Payment Cash Request 12792,2020-08-17 12:42:01.360783+00,2020-10-13 14:25:06.402168+00,2020-09-03 00:12:16.963968+00,,,after
16175,21018,postpone,cancelled,,5.00,Postpone Cash Request 21018,2020-10-23 05:18:05.383538+00,2020-10-23 05:18:05.383565+00,,2020-10-30 22:00:00+00,2020-11-28 23:00:00+00,before
18490,25081,instant_payment,accepted,,5.00,Instant Payment Cash Request 25081,2020-10-27 10:49:01.511605+00,2020-10-27 10:49:01.511627+00,2020-11-05 20:49:27.677747+00,,,after
4186,12484,postpone,cancelled,,5.00,Postpone Cash Request 12484,2020-08-18 07:22:33.867416+00,2020-10-13 14:25:06.41355+00,,2020-08-28 22:00:00+00,2020-09-10 22:00:00+00,before
15740,17619,incident,accepted,rejected_direct_debit,5.00,rejected direct debit,2020-10-21 22:41:18.288227+00,2020-10-21 22:41:18.288255+00,2020-10-24 10:23:59.495224+00,,,after
17285,24088,instant_payment,accepted,,5.00,Instant Payment Cash Request 24088,2020-10-25 07:30:07.822677+00,2020-10-25 07:30:07.822707+00,2020-11-08 19:11:33.520729+00,,,after
19288,25732,instant_payment,accepted,,5.00,Instant Payment Cash Request 25732,2020-10-28 17:21:37.20627+00,2020-10-28 17:21:37.206295+00,2020-12-08 19:44:11.57159+00,,,after
19736,26090,instant_payment,accepted,,5.00,Instant Payment Cash Request 26090,2020-10-29 12:59:05.801575+00,2020-10-29 12:59:05.801598+00,2020-12-01 20:02:46.351812+00,,,after
10033,18508,instant_payment,accepted,,5.00,Instant Payment Cash Request 18508,2020-09-30 08:36:36.954952+00,2020-10-13 14:25:06.366115+00,2020-10-28 16:34:12.627948+00,,,after
4231,12934,instant_payment,accepted,,5.00,Instant Payment Cash Request 12934,2020-08-18 13:11:13.382738+00,2020-10-13 14:25:06.416081+00,2020-09-22 19:25:37.757168+00,,,after
15294,22583,instant_payment,accepted,,5.00,Instant Payment Cash Request 22583,2020-10-20 18:13:59.494102+00,2020-10-20 18:13:59.494129+00,2020-11-05 20:40:59.931668+00,,,after
4235,12927,instant_payment,accepted,,5.00,Instant Payment Cash Request 12927,2020-08-18 13:18:53.502209+00,2020-10-13 14:25:06.421615+00,2020-09-18 08:58:44.843366+00,,,after
4195,12828,instant_payment,accepted,,5.00,Instant Payment Cash Request 12828,2020-08-18 08:26:09.061383+00,2020-10-13 14:25:06.42588+00,2020-09-08 19:25:28.269996+00,,,after
7212,15142,instant_payment,accepted,,5.00,Instant Payment Cash Request 15142,2020-09-11 10:00:17.00523+00,2020-10-13 14:25:06.427406+00,2020-10-06 19:35:31.271919+00,,,after
4228,12912,instant_payment,accepted,,5.00,Instant Payment Cash Request 12912,2020-08-18 12:55:29.403635+00,2020-10-13 14:25:06.428944+00,2020-09-10 13:42:16.342737+00,,,after
4232,12939,instant_payment,accepted,,5.00,Instant Payment Cash Request 12939,2020-08-18 13:14:33.435739+00,2020-10-13 14:25:06.43041+00,2020-10-01 19:52:50.274692+00,,,after
15741,16634,incident,accepted,rejected_direct_debit,5.00,rejected direct debit,2020-10-21 22:43:58.74809+00,2020-10-21 22:43:58.74811+00,2020-12-05 04:19:35.704209+00,,,after
4208,12909,instant_payment,accepted,,5.00,Instant Payment Cash Request 12909,2020-08-18 09:35:34.70329+00,2020-10-13 14:25:06.432989+00,2020-09-03 18:57:03.448906+00,,,after
4199,12852,instant_payment,accepted,,5.00,Instant Payment Cash Request 12852,2020-08-18 09:06:04.742139+00,2020-10-13 14:25:06.434541+00,2020-10-12 19:28:29.689972+00,,,after
4191,12817,instant_payment,accepted,,5.00,Instant Payment Cash Request 12817,2020-08-18 07:53:30.725413+00,2020-10-13 14:25:06.435732+00,2020-09-10 19:02:45.444974+00,,,after
4200,12855,instant_payment,accepted,,5.00,Instant Payment Cash Request 12855,2020-08-18 09:09:50.478254+00,2020-10-13 14:25:06.437195+00,2020-09-08 19:15:16.743078+00,,,after
4203,12866,instant_payment,accepted,,5.00,Instant Payment Cash Request 12866,2020-08-18 09:20:25.690014+00,2020-10-13 14:25:06.440377+00,2020-09-08 19:15:21.63904+00,,,after
9754,12225,postpone,cancelled,,5.00,Postpone Cash Request 12225,2020-09-28 17:48:13.216002+00,2020-10-13 14:25:06.441736+00,,2020-09-25 22:00:00+00,2020-10-19 22:00:00+00,after
16176,22853,postpone,cancelled,,5.00,Postpone Cash Request 22853,2020-10-23 05:27:44.838525+00,2020-10-23 05:27:44.83855+00,,2020-11-09 22:00:00+00,2020-11-14 23:00:00+00,before
4225,12908,instant_payment,accepted,,5.00,Instant Payment Cash Request 12908,2020-08-18 12:53:14.03464+00,2020-10-13 14:25:06.44586+00,2020-10-01 12:49:40.867682+00,,,after
10598,16471,postpone,cancelled,,5.00,Postpone Cash Request 16471,2020-10-02 20:43:19.42522+00,2020-10-13 14:25:06.450049+00,,2020-10-05 22:00:00+00,2020-11-04 22:00:00+00,after
4219,12928,instant_payment,accepted,,5.00,Instant Payment Cash Request 12928,2020-08-18 11:20:45.558606+00,2020-10-13 14:25:06.451385+00,2020-10-03 03:35:40.250051+00,,,after
4241,12942,instant_payment,accepted,,5.00,Instant Payment Cash Request 12942,2020-08-18 13:34:22.449179+00,2020-10-13 14:25:06.452624+00,2020-09-26 03:56:57.587272+00,,,after
4224,12936,instant_payment,accepted,,5.00,Instant Payment Cash Request 12936,2020-08-18 12:04:25.897622+00,2020-10-13 14:25:06.454533+00,2020-09-03 18:57:43.352738+00,,,after
4242,12943,instant_payment,accepted,,5.00,Instant Payment Cash Request 12943,2020-08-18 13:37:25.095209+00,2020-10-13 14:25:06.455731+00,2020-09-04 19:37:55.129555+00,,,after
11524,17793,postpone,cancelled,,5.00,Postpone Cash Request 17793,2020-10-07 06:08:07.250211+00,2020-10-13 14:25:06.457162+00,,2020-10-09 10:00:00+00,2020-10-23 10:00:00+00,after
4233,12933,instant_payment,accepted,,5.00,Instant Payment Cash Request 12933,2020-08-18 13:15:51.217961+00,2020-10-13 14:25:06.45974+00,2020-09-08 19:16:54.492086+00,,,after
4202,12859,instant_payment,accepted,,5.00,Instant Payment Cash Request 12859,2020-08-18 09:12:36.78507+00,2020-10-13 14:25:06.46126+00,2020-09-04 19:27:06.752798+00,,,after
4218,12926,instant_payment,accepted,,5.00,Instant Payment Cash Request 12926,2020-08-18 11:18:00.724817+00,2020-10-13 14:25:06.462666+00,2020-09-15 19:45:25.217766+00,,,after
19014,25491,instant_payment,accepted,,5.00,Instant Payment Cash Request 25491,2020-10-28 10:14:52.25461+00,2020-10-28 10:14:52.254641+00,2020-11-05 17:42:01.696254+00,,,after
4197,12904,instant_payment,accepted,,5.00,Instant Payment Cash Request 12904,2020-08-18 08:41:55.99617+00,2020-10-13 14:25:06.465237+00,2020-09-08 19:23:24.138983+00,,,after
4230,12938,instant_payment,accepted,,5.00,Instant Payment Cash Request 12938,2020-08-18 13:05:30.092583+00,2020-10-13 14:25:06.467916+00,2020-09-17 09:35:35.172172+00,,,after
16929,23972,instant_payment,accepted,,5.00,Instant Payment Cash Request 23972,2020-10-24 09:54:27.216463+00,2020-10-24 09:54:27.216484+00,2020-12-02 13:16:44.660076+00,,,after
11739,17944,postpone,cancelled,,5.00,Postpone Cash Request 17944,2020-10-07 19:54:22.063324+00,2020-10-13 14:25:06.471996+00,,2020-10-24 23:51:00+00,2020-11-19 11:00:00+00,after
4496,13361,instant_payment,accepted,,5.00,Instant Payment Cash Request 13361,2020-08-20 17:09:19.01938+00,2020-10-13 14:25:06.47816+00,2020-10-08 19:05:32.608312+00,,,after
17876,20796,postpone,cancelled,,5.00,Postpone Cash Request 20796,2020-10-26 14:34:25.758804+00,2020-10-26 14:34:25.758828+00,,2020-11-05 11:00:00+00,2020-12-05 11:00:00+00,before
4212,12920,instant_payment,accepted,,5.00,Instant Payment Cash Request 12920,2020-08-18 10:12:50.061021+00,2020-10-13 14:25:06.482143+00,2020-09-25 19:32:42.18036+00,,,after
4201,12617,postpone,cancelled,,5.00,Postpone Cash Request 12617,2020-08-18 09:10:59.136016+00,2020-10-13 14:25:06.483555+00,,2020-09-01 11:52:03.838531+00,2020-10-01 11:52:03.838531+00,after
18203,19902,postpone,cancelled,,5.00,Postpone Cash Request 19902,2020-10-26 21:53:49.630122+00,2020-10-26 21:53:49.630147+00,,2020-10-27 22:00:00+00,2020-10-29 23:00:00+00,before
19737,26093,instant_payment,accepted,,5.00,Instant Payment Cash Request 26093,2020-10-29 13:05:14.643039+00,2020-10-29 13:05:14.64306+00,2020-11-30 19:54:11.501374+00,,,after
18491,25080,instant_payment,accepted,,5.00,Instant Payment Cash Request 25080,2020-10-27 10:49:08.87998+00,2020-10-27 10:49:08.880006+00,2020-11-10 20:03:37.477894+00,,,after
18800,25349,instant_payment,accepted,,5.00,Instant Payment Cash Request 25349,2020-10-27 18:14:22.904015+00,2020-10-27 18:14:22.904037+00,2020-11-05 20:52:15.436825+00,,,after
19289,21668,postpone,cancelled,,5.00,Postpone Cash Request 21668,2020-10-28 17:23:07.164132+00,2020-10-28 17:23:07.164158+00,,2020-10-28 11:00:00+00,2020-10-30 11:00:00+00,before
9123,17680,instant_payment,accepted,,5.00,Instant Payment Cash Request 17680,2020-09-24 17:02:37.970272+00,2020-10-13 14:25:12.606197+00,2020-11-06 13:06:21.706198+00,,,after
19924,14077,incident,accepted,rejected_direct_debit,5.00,rejected direct debit,2020-10-29 22:42:11.021143+00,2020-10-29 22:42:11.021163+00,2020-11-09 21:06:03.035028+00,,,after
21143,24350,postpone,cancelled,,5.00,Postpone Cash Request 24350,2020-11-01 20:52:31.345931+00,2020-11-01 20:52:31.345953+00,,2020-11-02 22:00:00+00,2020-11-04 23:00:00+00,before
12000,19924,instant_payment,accepted,,5.00,Instant Payment Cash Request 19924,2020-10-08 18:01:19.312997+00,2020-10-13 14:25:06.475602+00,2020-11-04 04:30:12.632942+00,,,after
1471,3117,incident,accepted,rejected_direct_debit,5.00,rejected direct debit,2020-07-16 00:30:16.327794+00,2020-10-13 14:25:06.473234+00,2020-11-10 10:08:41.393098+00,,,after
4294,13040,instant_payment,accepted,,5.00,Instant Payment Cash Request 13040,2020-08-19 08:57:54.71697+00,2020-10-13 14:25:06.489015+00,2020-09-10 19:02:39.485245+00,,,after
15295,22584,instant_payment,accepted,,5.00,Instant Payment Cash Request 22584,2020-10-20 18:18:35.397698+00,2020-10-20 18:18:35.397726+00,2020-12-05 20:00:17.628767+00,,,after
4254,12964,instant_payment,accepted,,5.00,Instant Payment Cash Request 12964,2020-08-18 16:16:23.841348+00,2020-10-13 14:25:06.497281+00,2020-09-03 18:58:26.254224+00,,,after
4296,13031,instant_payment,accepted,,5.00,Instant Payment Cash Request 13031,2020-08-19 09:16:49.569962+00,2020-10-13 14:25:06.49855+00,2020-09-16 19:58:08.614869+00,,,after
9755,12225,postpone,cancelled,,5.00,Postpone Cash Request 12225,2020-09-28 17:48:26.285615+00,2020-10-13 14:25:06.499704+00,,2020-09-25 22:00:00+00,2020-10-12 17:48:21.881+00,after
4289,13027,instant_payment,accepted,,5.00,Instant Payment Cash Request 13027,2020-08-19 07:16:16.740955+00,2020-10-13 14:25:06.500973+00,2020-09-03 18:59:48.310351+00,,,after
9955,13352,postpone,cancelled,,5.00,Postpone Cash Request 13352,2020-09-29 17:31:12.898502+00,2020-10-13 14:25:06.502385+00,,2020-09-07 22:00:00+00,2020-10-07 10:00:00+00,after
4295,13030,instant_payment,accepted,,5.00,Instant Payment Cash Request 13030,2020-08-19 09:05:54.297004+00,2020-10-13 14:25:06.50375+00,2020-09-09 00:37:45.01265+00,,,after
17877,24677,instant_payment,accepted,,5.00,Instant Payment Cash Request 24677,2020-10-26 14:37:31.250294+00,2020-10-26 14:37:31.250321+00,2020-11-12 19:40:01.752814+00,,,after
4259,12961,instant_payment,rejected,,5.00,Instant Payment Cash Request 12961,2020-08-18 16:22:40.26776+00,2020-10-13 14:25:06.494686+00,2020-09-26 03:56:54.807995+00,,,after
6371,14785,instant_payment,accepted,,5.00,Instant Payment Cash Request 14785,2020-09-06 11:38:01.383211+00,2020-10-13 14:25:06.51123+00,2020-10-06 19:31:44.311394+00,,,after
17287,24246,instant_payment,accepted,,5.00,Instant Payment Cash Request 24246,2020-10-25 07:36:46.732152+00,2020-10-25 07:36:46.732181+00,2020-11-30 19:58:30.388561+00,,,after
6310,14761,instant_payment,accepted,,5.00,Instant Payment Cash Request 14761,2020-09-06 00:27:43.705574+00,2020-10-13 14:25:06.487548+00,2020-12-02 00:09:01.342906+00,,,after
6742,15157,instant_payment,accepted,,5.00,Instant Payment Cash Request 15157,2020-09-08 16:41:00.007206+00,2020-10-13 14:25:06.516078+00,2020-10-06 19:35:40.269794+00,,,after
20175,26143,instant_payment,accepted,,5.00,Instant Payment Cash Request 26143,2020-10-30 16:06:02.789012+00,2020-10-30 16:06:02.789032+00,2020-11-15 19:04:34.629262+00,,,after
4293,12983,instant_payment,accepted,,5.00,Instant Payment Cash Request 12983,2020-08-19 08:34:00.988045+00,2020-10-13 14:25:06.520343+00,2020-10-06 20:26:03.403228+00,,,after
10795,18977,instant_payment,accepted,,5.00,Instant Payment Cash Request 18977,2020-10-04 02:38:23.421476+00,2020-10-13 14:25:06.513976+00,2020-11-27 09:55:52.269305+00,,,after
4470,13325,instant_payment,accepted,,5.00,Instant Payment Cash Request 13325,2020-08-20 10:52:36.837903+00,2020-10-13 14:25:06.523489+00,2020-09-15 19:47:25.331981+00,,,after
16930,23509,instant_payment,accepted,,5.00,Instant Payment Cash Request 23509,2020-10-24 09:55:41.360917+00,2020-10-24 09:55:41.36094+00,2020-11-05 20:11:20.827559+00,,,after
4272,2676,incident,accepted,month_delay_on_payment,5.00,month delay on payment - 8/2020,2020-08-18 22:20:18.007696+00,2020-10-13 14:25:06.530783+00,2020-09-17 01:13:08.651552+00,,,after
11647,19629,instant_payment,accepted,,5.00,Instant Payment Cash Request 19629,2020-10-07 13:40:51.788339+00,2020-10-13 14:25:06.519199+00,2020-11-30 19:46:00.406325+00,,,after
4256,12953,instant_payment,accepted,,5.00,Instant Payment Cash Request 12953,2020-08-18 16:19:31.404188+00,2020-10-13 14:25:06.505121+00,2020-12-09 19:35:21.811289+00,,,after
16585,23677,instant_payment,accepted,,5.00,Instant Payment Cash Request 23677,2020-10-23 16:56:14.295575+00,2020-10-23 16:56:14.295613+00,2020-11-05 19:52:42.507338+00,,,after
4245,12452,postpone,cancelled,,5.00,Postpone Cash Request 12452,2020-08-18 14:31:14.048331+00,2020-10-13 14:25:06.542881+00,,2020-09-07 22:00:00+00,2020-10-08 14:31:12.397+00,after
10178,18639,instant_payment,accepted,,5.00,Instant Payment Cash Request 18639,2020-10-01 07:36:33.764523+00,2020-10-13 14:25:06.506218+00,2020-11-05 20:04:58.877866+00,,,after
11928,19852,instant_payment,accepted,,5.00,Instant Payment Cash Request 19852,2020-10-08 11:50:42.140728+00,2020-10-13 14:25:06.550616+00,2020-10-12 04:46:28.380375+00,,,after
9808,18052,postpone,accepted,,5.00,Postpone Cash Request 18052,2020-09-29 07:27:29.656267+00,2020-10-13 14:25:06.490333+00,2020-09-29 07:27:33.763787+00,2020-10-05 22:00:00+00,2020-10-13 07:27:02.84+00,before
4271,8649,incident,accepted,rejected_direct_debit,5.00,rejected direct debit,2020-08-18 22:10:11.395713+00,2020-10-13 14:25:06.553792+00,2020-08-19 09:01:32.946743+00,,,after
4114,3676,incident,accepted,month_delay_on_payment,5.00,month delay on payment - 8/2020,2020-08-17 00:34:26.352631+00,2020-10-13 14:25:06.555164+00,2020-08-19 09:02:35.865237+00,,,after
4309,13044,instant_payment,accepted,,5.00,Instant Payment Cash Request 13044,2020-08-19 10:14:13.841476+00,2020-10-13 14:25:06.558094+00,2020-10-08 10:09:23.247945+00,,,after
18204,22824,postpone,cancelled,,5.00,Postpone Cash Request 22824,2020-10-26 21:58:51.6143+00,2020-10-26 21:58:51.614326+00,,2020-11-05 22:00:00+00,2020-11-24 23:00:00+00,before
4251,12960,instant_payment,accepted,,5.00,Instant Payment Cash Request 12960,2020-08-18 16:13:04.690696+00,2020-10-13 14:25:06.529375+00,2020-10-16 07:30:22.578614+00,,,after
11525,19572,instant_payment,accepted,,5.00,Instant Payment Cash Request 19572,2020-10-07 06:09:26.498089+00,2020-10-13 14:25:06.52503+00,2020-11-09 19:28:01.718962+00,,,after
18801,24077,postpone,accepted,,5.00,Postpone Cash Request 24077,2020-10-27 18:17:01.70157+00,2020-10-27 18:17:01.701594+00,2020-10-27 18:17:06.1643+00,2020-11-11 23:51:00+00,2020-11-14 23:00:00+00,before
19290,25733,instant_payment,accepted,,5.00,Instant Payment Cash Request 25733,2020-10-28 17:25:05.540537+00,2020-10-28 17:25:05.540628+00,2020-11-05 20:55:40.184409+00,,,after
12938,20689,instant_payment,accepted,,5.00,Instant Payment Cash Request 20689,2020-10-12 18:56:26.178755+00,2020-10-13 14:25:18.951075+00,2020-11-06 19:29:09.734343+00,,,after
19738,26094,instant_payment,accepted,,5.00,Instant Payment Cash Request 26094,2020-10-29 13:06:18.566235+00,2020-10-29 13:06:18.566256+00,2020-11-10 20:05:41.959051+00,,,after
10599,18954,instant_payment,accepted,,5.00,Instant Payment Cash Request 18954,2020-10-02 20:51:34.78431+00,2020-10-13 14:25:06.510051+00,2020-10-29 19:07:52.482615+00,,,after
12139,20046,instant_payment,accepted,,5.00,Instant Payment Cash Request 20046,2020-10-09 08:38:34.150249+00,2020-10-13 14:25:06.547149+00,2020-11-04 19:45:31.792774+00,,,after
4336,13089,instant_payment,accepted,,5.00,Instant Payment Cash Request 13089,2020-08-19 14:48:15.135253+00,2020-10-13 14:25:06.559529+00,2020-09-15 09:33:34.01185+00,,,after
4320,13007,instant_payment,accepted,,5.00,Instant Payment Cash Request 13007,2020-08-19 11:09:41.266172+00,2020-10-13 14:25:06.561036+00,2020-09-04 19:33:49.700167+00,,,after
10179,13650,postpone,cancelled,,5.00,Postpone Cash Request 13650,2020-10-01 07:40:20.900418+00,2020-10-13 14:25:06.565182+00,,2020-10-02 10:00:00+00,2020-10-30 23:00:00+00,after
4211,12885,instant_payment,accepted,,5.00,Instant Payment Cash Request 12885,2020-08-18 09:53:51.120963+00,2020-10-13 14:25:06.56667+00,2020-09-29 19:52:38.934298+00,,,after
9809,18237,instant_payment,accepted,,5.00,Instant Payment Cash Request 18237,2020-09-29 07:31:55.19614+00,2020-10-13 14:25:06.562273+00,2020-11-10 10:27:36.67787+00,,,after
4307,13039,instant_payment,accepted,,5.00,Instant Payment Cash Request 13039,2020-08-19 10:09:15.110529+00,2020-10-13 14:25:06.571381+00,2020-09-08 19:15:52.934519+00,,,after
16178,23270,instant_payment,accepted,,5.00,Instant Payment Cash Request 23270,2020-10-23 05:30:14.706574+00,2020-10-23 05:30:14.706602+00,2020-11-05 19:52:00.451841+00,,,after
4310,13052,instant_payment,accepted,,5.00,Instant Payment Cash Request 13052,2020-08-19 10:19:43.23101+00,2020-10-13 14:25:06.574223+00,2020-09-08 19:15:55.145043+00,,,after
9756,16078,postpone,cancelled,,5.00,Postpone Cash Request 16078,2020-09-28 18:06:48.191692+00,2020-10-13 14:25:06.575765+00,,2020-09-29 22:00:00+00,2020-10-29 22:00:00+00,after
17288,24247,instant_payment,accepted,,5.00,Instant Payment Cash Request 24247,2020-10-25 07:37:24.424699+00,2020-10-25 07:37:24.424723+00,2020-11-05 20:08:18.628697+00,,,after
9956,13352,postpone,cancelled,,5.00,Postpone Cash Request 13352,2020-09-29 17:31:19.934297+00,2020-10-13 14:25:06.57885+00,,2020-09-07 22:00:00+00,2020-10-08 10:00:00+00,after
15296,22585,instant_payment,accepted,,5.00,Instant Payment Cash Request 22585,2020-10-20 18:19:57.126741+00,2020-10-20 18:19:57.12677+00,2020-11-03 19:50:12.519071+00,,,after
4316,13012,instant_payment,accepted,,5.00,Instant Payment Cash Request 13012,2020-08-19 10:43:38.318223+00,2020-10-13 14:25:06.581787+00,2020-09-08 19:16:52.310752+00,,,after
4306,13026,instant_payment,accepted,,5.00,Instant Payment Cash Request 13026,2020-08-19 10:04:31.203676+00,2020-10-13 14:25:06.583231+00,2020-09-08 19:15:11.265017+00,,,after
6314,14768,instant_payment,accepted,,5.00,Instant Payment Cash Request 14768,2020-09-06 06:16:50.388807+00,2020-10-13 14:25:06.585943+00,2020-10-06 19:28:33.223727+00,,,after
18493,23587,instant_payment,accepted,,5.00,Instant Payment Cash Request 23587,2020-10-27 10:50:52.794485+00,2020-10-27 10:50:52.79452+00,2020-11-27 19:25:05.26769+00,,,after
4303,13021,instant_payment,accepted,,5.00,Instant Payment Cash Request 13021,2020-08-19 09:59:12.357122+00,2020-10-13 14:25:06.590144+00,2020-10-08 19:05:06.066486+00,,,after
4338,13080,instant_payment,accepted,,5.00,Instant Payment Cash Request 13080,2020-08-19 14:53:03.07467+00,2020-10-13 14:25:06.592919+00,2020-09-16 11:02:58.037941+00,,,after
6913,15364,instant_payment,accepted,,5.00,Instant Payment Cash Request 15364,2020-09-09 14:59:20.270988+00,2020-10-13 14:25:06.594476+00,2020-10-08 00:24:07.854661+00,,,after
4317,13041,instant_payment,accepted,,5.00,Instant Payment Cash Request 13041,2020-08-19 10:45:00.556785+00,2020-10-13 14:25:06.595825+00,2020-09-08 19:16:57.002858+00,,,after
13053,20788,instant_payment,accepted,,5.00,Instant Payment Cash Request 20788,2020-10-13 08:47:24.822663+00,2020-10-13 14:25:19.118991+00,2020-11-06 19:29:36.084732+00,,,after
4326,13057,instant_payment,accepted,,5.00,Instant Payment Cash Request 13057,2020-08-19 12:29:58.32902+00,2020-10-13 14:25:06.598636+00,2020-09-08 19:17:00.118549+00,,,after
